id,sc2k_type,filename,image,animated,frames,type,subtype,name,description,randomize,density,zone,lot_size,rotate_0,rotate_1,rotate_2,rotate_3,flip_h,flip_alt_tile,slopes,polygon,lines
462,,1462.png,1462,Y,24,other,,water_pipes_on_13,,,,,1x1,462,462,462,462,N,N,,,
463,,1463.png,1463,Y,24,other,,water_pipes_on_14,,,,,1x1,463,463,463,463,N,N,,,
464,,1464.png,1464,Y,24,other,,water_pipes_on_15,,,,,1x1,464,464,464,464,N,N,,,
465,,1465.png,1465,Y,24,other,,subway_water_pipe_on_1,,,,,1x1,465,465,465,465,N,N,,,
466,,1466.png,1466,Y,24,other,,subway_water_pipe_on_2,,,,,1x1,466,466,466,466,N,N,,,
467,,1467.png,1467,Y,24,other,,building_pipes_on,,,,,1x1,467,467,467,467,N,N,,,
468,,1468.png,1468,N,0,other,,density_view_1,,,,,1x1,468,468,468,468,N,N,,,
469,,1469.png,1469,N,0,other,,density_view_2,,,,,1x1,469,469,469,469,N,N,,,
470,,1470.png,1470,N,0,other,,density_view_3,,,,,1x1,470,470,470,470,N,N,,,
471,,1471.png,1471,N,0,other,,density_view_4,,,,,1x1,471,471,471,471,N,N,,,
472,,1472.png,1472,N,0,other,,density_view_5,,,,,1x1,472,472,472,472,N,N,,,
473,,1473.png,1473,N,0,other,,density_view_6,,,,,1x1,473,473,473,473,N,N,,,
474,,1474.png,1474,N,0,other,,density_view_7,,,,,1x1,474,474,474,474,N,N,,,
475,,1475.png,1475,N,0,other,,density_view_8,,,,,1x1,475,475,475,475,N,N,,,
476,,1476.png,1476,N,0,other,,green_plus_tile,,,,,1x1,476,476,476,476,N,N,,,
477,,1477.png,1477,N,0,other,,red_negative_tile,,,,,1x1,477,477,477,477,N,N,,,
478,,1478.png,1478,N,0,other,,monster_parts_1,,,,,2x2,478,478,478,478,N,N,,,
479,,1479.png,1479,N,0,other,,monster_parts_2,,,,,2x2,479,479,479,479,N,N,,,
480,,1480.png,1480,N,0,other,,monster_parts_3,,,,,2x2,480,480,480,480,N,N,,,
481,,1481.png,1481,N,0,other,,monster_parts_4,,,,,2x2,481,481,481,481,N,N,,,
482,,1482.png,1482,N,0,other,,monster_parts_5,,,,,2x2,482,482,482,482,N,N,,,
483,,1483.png,1483,N,0,other,,monster_parts_6,,,,,2x2,483,483,483,483,N,N,,,
484,,1484.png,1484,N,0,other,,monster_parts_7,,,,,2x2,484,484,484,484,N,N,,,
485,,1485.png,1485,N,0,other,,monster_parts_8,,,,,2x2,485,485,485,485,N,N,,,
486,,1486.png,1486,N,0,other,,monster_parts_9,,,,,2x2,486,486,486,486,N,N,,,
487,,1487.png,1487,N,0,other,,monster_parts_10,,,,,2x2,487,487,487,487,N,N,,,
488,,1488.png,1488,N,0,other,,monster_parts_11,,,,,2x2,488,488,488,488,N,N,,,
489,,1489.png,1489,N,0,other,,monster_parts_12,,,,,2x2,489,489,489,489,N,N,,,
490,,1490.png,1490,N,0,other,,monster_parts_13,,,,,2x2,490,490,490,490,N,N,,,
491,,1491.png,1491,N,0,other,,monster_parts_14,,,,,2x2,491,491,491,491,N,N,,,
492,,1492.png,1492,Y,24,other,,flood_waters,,,,,1x1,492,492,492,492,N,N,,,
493,,1493.png,1493,N,0,other,,rioters_1,,,,,1x1,493,493,493,493,N,N,,,
494,,1494.png,1494,N,0,other,,rioters_2,,,,,1x1,494,494,494,494,N,N,,,
495,,1495.png,1495,N,0,other,,maxis_man,,,,,1x1,495,495,495,495,N,N,,,
496,,1496.png,1496,N,0,other,,cloud,,,,,2x2,496,496,496,496,N,N,,,
497,,1497.png,1497,Y,24,other,,tornado_1,,,,,2x2,497,497,497,497,N,N,,,
498,,1498.png,1498,Y,24,other,,tornado_2,,,,,2x2,498,498,498,498,N,N,,,
499,,1499.png,1499,Y,24,other,,tornado_3,,,,,2x2,499,499,499,499,N,N,,,
